File,WaveData20240823_003.csv,
1539.8,0.07712,
1539.9,0.07618,
1540,0.07528,
1540.1,0.07445,
1540.2,0.07369,
1540.3,0.07307,
1540.4,0.07251,
1540.5,0.07208,
1540.6,0.07172,
1540.7,0.07132,
1540.8,0.07105,
1540.9,0.07081,
1541,0.07062,
1541.1,0.07047,
1541.2,0.07041,
1541.3,0.07038,
1541.4,0.07036,
1541.5,0.07042,
1541.6,0.07044,
1541.7,0.07056,
1541.8,0.07063,
1541.9,0.07083,
1542,0.07099,
1542.1,0.07118,
1542.2,0.07145,
1542.3,0.07175,
1542.4,0.07202,
1542.5,0.07234,
1542.6,0.07266,
1542.7,0.07299,
1542.8,0.07333,
1542.9,0.07372,
1543,0.07419,
1543.1,0.07449,
1543.2,0.0749,
1543.3,0.07536,
1543.4,0.07583,
1543.5,0.07622,
1543.6,0.07669,
1543.7,0.07715,
1543.8,0.07754,
1543.9,0.07804,
1544,0.07852,
1544.1,0.07902,
1544.2,0.07955,
1544.3,0.08012,
1544.4,0.0807,
1544.5,0.08123,
1544.6,0.08176,
1544.7,0.08231,
1544.8,0.08287,
1544.9,0.08339,
1545,0.08391,
1545.1,0.08443,
1545.2,0.08503,
1545.3,0.08564,
1545.4,0.08616,
1545.5,0.08668,
1545.6,0.0872,
1545.7,0.08781,
1545.8,0.08841,
1545.9,0.08902,
1546,0.08955,
1546.1,0.09012,
1546.2,0.09068,
1546.3,0.09125,
1546.4,0.09175,
1546.5,0.09223,
1546.6,0.0928,
1546.7,0.09328,
1546.8,0.09386,
1546.9,0.09435,
1547,0.09483,
1547.1,0.09541,
1547.2,0.09589,
1547.3,0.09638,
1547.4,0.09686,
1547.5,0.09727,
1547.6,0.09776,
1547.7,0.09832,
1547.8,0.09874,
1547.9,0.09922,
1548,0.09963,
1548.1,0.1,
1548.2,0.1004,
1548.3,0.1008,
1548.4,0.1011,
1548.5,0.1015,
1548.6,0.1019,
1548.7,0.1022,
1548.8,0.1024,
1548.9,0.1027,
1549,0.1029,
1549.1,0.1032,
1549.2,0.1035,
1549.3,0.1037,
1549.4,0.1039,
1549.5,0.1041,
1549.6,0.1042,
1549.7,0.1044,
1549.8,0.1045,
1549.9,0.1045,
1550,0.1046,
1550.1,0.1046,
1550.2,0.1046,
1550.3,0.1046,
1550.4,0.1046,
1550.5,0.1045,
1550.6,0.1044,
1550.7,0.1043,
1550.8,0.1042,
1550.9,0.104,
1551,0.1039,
1551.1,0.1035,
1551.2,0.1033,
1551.3,0.1032,
1551.4,0.1028,
1551.5,0.1025,
1551.6,0.1022,
1551.7,0.1019,
1551.8,0.1015,
1551.9,0.1011,
1552,0.1007,
1552.1,0.1003,
1552.2,0.0997,
1552.3,0.09929,
1552.4,0.0988,
1552.5,0.09822,
1552.6,0.09772,
1552.7,0.09714,
1552.8,0.09665,
1552.9,0.09615,
1553,0.09558,
1553.1,0.09508,
1553.2,0.09442,
1553.3,0.09393,
1553.4,0.09327,
1553.5,0.09269,
1553.6,0.09211,
1553.7,0.09153,
1553.8,0.09095,
1553.9,0.09038,
1554,0.08972,
1554.1,0.08912,
1554.2,0.08861,
1554.3,0.08793,
1554.4,0.08742,
1554.5,0.08675,
1554.6,0.08616,
1554.7,0.08565,
1554.8,0.08506,
1554.9,0.08447,
1555,0.08388,
1555.1,0.08329,
1555.2,0.08269,
1555.3,0.08211,
1555.4,0.08156,
1555.5,0.08095,
1555.6,0.08029,
1555.7,0.0797,
1555.8,0.07908,
1555.9,0.07838,
1556,0.07777,
1556.1,0.07713,
1556.2,0.07654,
1556.3,0.07592,
1556.4,0.0753,
1556.5,0.07469,
1556.6,0.07407,
1556.7,0.07341,
1556.8,0.0728,
1556.9,0.07207,
1557,0.0714,
1557.1,0.07077,
1557.2,0.07002,
1557.3,0.06928,
1557.4,0.06854,
1557.5,0.0678,
1557.6,0.06706,
1557.7,0.06626,
1557.8,0.06547,
1557.9,0.06472,
1558,0.06393,
1558.1,0.06316,
1558.2,0.06225,
1558.3,0.06142,
1558.4,0.0606,
1558.5,0.05972,
1558.6,0.05891,
1558.7,0.05804,
1558.8,0.05715,
1558.9,0.05628,
1559,0.05539,
1559.1,0.05444,
1559.2,0.05357,
1559.3,0.05259,
1559.4,0.05173,
1559.5,0.0508,
1559.6,0.04996,
1559.7,0.049,
1559.8,0.04806,
1559.9,0.0472,
1560,0.04631,
1560.1,0.04538,
1560.2,0.04454,
1560.3,0.04365,
1560.4,0.04278,
1560.5,0.04188,
1560.6,0.041,
1560.7,0.04011,
1560.8,0.03929,
1560.9,0.03839,
1561,0.03757,
1561.1,0.03671,
1561.2,0.03586,
1561.3,0.03502,
1561.4,0.03417,
1561.5,0.03341,
1561.6,0.03261,
1561.7,0.03183,
1561.8,0.03106,
1561.9,0.03033,
1562,0.02958,
1562.1,0.02885,
1562.2,0.02813,
1562.3,0.02745,
1562.4,0.02675,
1562.5,0.02604,
1562.6,0.02543,
1562.7,0.02473,
1562.8,0.02411,
1562.9,0.02349,
1563,0.02287,
1563.1,0.02228,
1563.2,0.02167,
1563.3,0.02114,
1563.4,0.02056,
1563.5,0.02002,
1563.6,0.01944,
1563.7,0.01893,
1563.8,0.01846,
1563.9,0.01793,
1564,0.01745,
1564.1,0.01701,
1564.2,0.01648,
1564.3,0.01605,
1564.4,0.01561,
1564.5,0.01516,
1564.6,0.01473,
1564.7,0.01429,
1564.8,0.01389,
1564.9,0.01349,
1565,0.01313,
1565.1,0.01273,
1565.2,0.01239,
1565.3,0.01202,
1565.4,0.0117,
1565.5,0.01137,
1565.6,0.01105,
1565.7,0.01073,
1565.8,0.01041,
1565.9,0.01013,
1566,0.009845,
1566.1,0.009583,
1566.2,0.009296,
1566.3,0.00905,
1566.4,0.008822,
1566.5,0.008552,
1566.6,0.008297,
1566.7,0.008099,
1566.8,0.007868,
1566.9,0.007677,
1567,0.007446,
1567.1,0.007198,
1567.2,0.007041,
1567.3,0.006835,
1567.4,0.006661,
1567.5,0.006471,
1567.6,0.006322,
1567.7,0.006139,
1567.8,0.00595,
1567.9,0.005808,
1568,0.005627,
1568.1,0.00549,
1568.2,0.005372,
1568.3,0.005204,
1568.4,0.005085,
1568.5,0.004917,
1568.6,0.004782,
1568.7,0.00468,
1568.8,0.004571,
1568.9,0.00446,
1569,0.004342,
1569.1,0.004208,
1569.2,0.004123,
1569.3,0.004005,
1569.4,0.003913,
1569.5,0.003803,
1569.6,0.003634,
1569.7,0.003548,
1569.8,0.003459,
1569.9,0.003369,
1570,0.003294,
1570.1,0.00321,
1570.2,0.003126,
1570.3,0.003053,
1570.4,0.002979,
1570.5,0.002894,
1570.6,0.002837,
1570.7,0.002766,
1570.8,0.002709,
1570.9,0.002634,
1571,0.002582,
1571.1,0.00253,
1571.2,0.002467,
1571.3,0.0024,
1571.4,0.00235,
1571.5,0.002299,
1571.6,0.002251,
1571.7,0.002201,
1571.8,0.002156,
1571.9,0.002103,
1572,0.002053,
1572.1,0.002013,
1572.2,0.001969,
1572.3,0.001932,
1572.4,0.001877,
1572.5,0.001838,
1572.6,0.001811,
1572.7,0.001763,
1572.8,0.001741,
1572.9,0.001707,
1573,0.001668,
1573.1,0.00163,
1573.2,0.001595,
1573.3,0.001571,
1573.4,0.001537,
1573.5,0.001503,
1573.6,0.00147,
1573.7,0.001451,
1573.8,0.001424,
1573.9,0.001395,
1574,0.001372,
1574.1,0.001339,
1574.2,0.001312,
1574.3,0.0013,
1574.4,0.001271,
1574.5,0.001246,
1574.6,0.001232,
1574.7,0.001206,
1574.8,0.001187,
1574.9,0.001172,
1575,0.00116,
